sample,illum_1,illum_2,K,degree,n_samples_af,num_candidates,used_cached_class,invalid_interval,a_out,w0_unreachable,w_out,ok,rmse_spectrum,mae_spectrum,err1_xyz_l2,err2_xyz_l2,err1_xy_l2,err2_xy_l2,err1_Y_abs,err2_Y_abs,best_err2_xyz,best_selection_score,best_pen_smooth,best_pen_tail,best_err2_xy,best_err2_Y,sample_search_score,sample_search_n_meta
1173,D65,F2,7,2,1000,275,True,0,0,0,0,275,0.0782294765426,0.0431011493954,7.85046229342e-17,0.00428019686609,5.55111512313e-17,0.00263037856057,5.55111512313e-17,0.00123523511797,0.00428019686609,0.00428442028481,0.000140780624008,0.0,0.00263037856057,0.00123523511797,0.0709472468663,275
