sample,illum_1,illum_2,K,degree,n_samples_af,num_candidates,used_cached_class,invalid_interval,a_out,w0_unreachable,w_out,ok,rmse_spectrum,mae_spectrum,err1_xyz_l2,err2_xyz_l2,err1_xy_l2,err2_xy_l2,err1_Y_abs,err2_Y_abs,best_err2_xyz,best_selection_score,best_pen_smooth,best_pen_tail,best_err2_xy,best_err2_Y,sample_search_score,sample_search_n_meta
933,D65,F2,7,2,1000,499,True,0,0,0,0,499,0.08358322009,0.0544845975744,7.85046229342e-17,0.00338819607704,5.55111512313e-17,0.00337891426357,5.55111512313e-17,0.00279357121338,0.00338819607704,0.0033932429355,0.000168228615321,0.0,0.00337891426357,0.00279357121338,0.0734147240199,499
