sample,X_D65,Y_D65,Z_D65,x_D65,y_D65,X_F2,Y_F2,Z_F2,x_F2,y_F2
154,0.288394663013,0.253239340948,0.152168699392,0.415672440622,0.365001951887,0.339281643097,0.289139053672,0.0803181195432,0.478711812148,0.407962774181
155,0.201760573883,0.172154225918,0.097367260663,0.428110023294,0.365289155603,0.240143048448,0.200972045519,0.0515476406613,0.487439036016,0.40793027642
156,0.126065365591,0.102737377053,0.0504819263613,0.451386630137,0.367858992829,0.149991431341,0.120116027833,0.0267961440166,0.505185621627,0.404562378301
157,0.579062318443,0.503726216213,0.27942589076,0.425088963705,0.36978482008,0.685272693858,0.581348185298,0.147693536954,0.484526415097,0.411045930577
158,0.423057628974,0.36165130266,0.185347647705,0.43611644721,0.372814648509,0.503248122822,0.421140312268,0.0980375475018,0.492209833661,0.411902983138
159,0.306056114285,0.254871765089,0.121912099295,0.448210596693,0.373252552649,0.364926194133,0.299868605909,0.06437515021,0.500467955388,0.411246521892
160,0.2067227171,0.168395456671,0.073044988245,0.461266642645,0.375745868789,0.248568997216,0.200875003861,0.0387546919623,0.509155392588,0.411461576455
161,0.144581654535,0.115088248451,0.0493590265604,0.467857992284,0.372419011449,0.170736162671,0.135539352646,0.0260950060529,0.513692255158,0.407795950398
162,0.438535994865,0.355475883242,0.14603782164,0.466502989132,0.378145839883,0.526015578199,0.425251091911,0.0772383620213,0.511437048693,0.413465251628
163,0.31949571875,0.251952284859,0.0893160967476,0.483524632433,0.381304439396,0.383953823649,0.303490980971,0.0471282486221,0.522689774631,0.413152891508
164,0.212917894957,0.163523855132,0.0554389316357,0.493001664503,0.37863202049,0.256411400193,0.199732867269,0.0293592477952,0.528135002395,0.411393246377
165,0.467326779914,0.363640903928,0.112455209407,0.49535238466,0.385448462752,0.565844847831,0.445512224025,0.0595218843024,0.528392909933,0.416024819111
166,0.332131073209,0.250702350569,0.0620070652833,0.515059272553,0.388781962085,0.39157425376,0.297982846133,0.0329604658158,0.541958109179,0.412422978036
167,0.338382095105,0.250378078762,0.0467807927194,0.532431602203,0.393960565763,0.399403961543,0.29981094082,0.0248252698494,0.551632322171,0.414080533549
168,0.650474344984,0.675941406778,0.663741596008,0.326845686705,0.339642193385,0.718417661654,0.690039121673,0.352128392351,0.408056180172,0.39193736901
169,0.501845293912,0.521859876318,0.513946393451,0.326371270166,0.339387601616,0.554569423299,0.533259978941,0.272146678923,0.40777880654,0.392109821877
170,0.357578708825,0.368241916236,0.360067043554,0.329296223873,0.339116030948,0.396688781718,0.379010500702,0.190539605644,0.410549385476,0.392253412054
171,0.25499835925,0.260074669481,0.2536596923,0.331712638572,0.338316117378,0.283503440891,0.269083768836,0.13430242293,0.412735070399,0.391742364483
172,0.169517551999,0.172474259594,0.168846032794,0.331842195839,0.33763015307,0.188925536268,0.179102306981,0.0894052738459,0.413012371006,0.391537692152
173,0.104770202926,0.105842063059,0.100934400352,0.33629056012,0.33973100821,0.11690262628,0.109867382951,0.0534953933591,0.417114011217,0.392011935601
174,0.0617766604757,0.0616051406606,0.0570653894207,0.342353129938,0.341402603557,0.0697320835398,0.0646300331168,0.0303521806651,0.423351734935,0.392376582772
175,0.0482869692281,0.0480518043325,0.0465322432268,0.337975961212,0.336329966798,0.0539613528685,0.0498809234129,0.0247302841402,0.419695716501,0.387959322342
176,0.680818850072,0.693279451987,0.629250059572,0.33984047064,0.346060358381,0.760776757718,0.720089313458,0.333412436916,0.419327437505,0.39690119805
177,0.500691033484,0.510202561827,0.466895466589,0.338810894188,0.345247217605,0.560123202159,0.530746759871,0.247394113245,0.418544600059,0.396593444954
178,0.371210865096,0.373051509044,0.336782165214,0.343381656891,0.345084310094,0.417551930852,0.391869168575,0.17816541132,0.422800358559,0.396794776266
179,0.256778659606,0.255502760956,0.22395057392,0.348774111327,0.347041099641,0.290657288669,0.270968139705,0.118370786166,0.427439568713,0.398484776695
180,0.172048217348,0.169141981591,0.145811352756,0.353280634834,0.347313023958,0.195630046984,0.180927209227,0.0770645216609,0.431262466942,0.398850359601
181,0.110991845086,0.10774660167,0.0889790481397,0.360693970694,0.350147792885,0.126504555164,0.115212511722,0.0471714126604,0.437901003745,0.398813105677
182,0.0643391213507,0.0606565229037,0.0489803867862,0.369816008366,0.348648733627,0.0742258769092,0.0658770730358,0.0259050331128,0.447122334372,0.396830753693
183,0.680641341791,0.672462608435,0.531494041052,0.361159963526,0.356820187407,0.774387291001,0.717053095464,0.281485489445,0.436784922327,0.404446178606
184,0.520966540257,0.504339722599,0.376090672469,0.37174802308,0.35988356324,0.598351777223,0.546356020415,0.199036797371,0.445286834601,0.406592162264
185,0.381939772833,0.367055329833,0.271026269462,0.374442911952,0.359850626529,0.440178036096,0.400320991351,0.143433105175,0.447366257795,0.406858337154
186,0.266404903732,0.253082224133,0.17488981027,0.383660356646,0.364473832919,0.307491662868,0.276585905169,0.092578696409,0.454428162458,0.408753926775
