sample,illum_1,illum_2,K,degree,n_samples_af,num_candidates,used_cached_class,invalid_interval,a_out,w0_unreachable,w_out,ok,rmse_spectrum,mae_spectrum,err1_xyz_l2,err2_xyz_l2,err1_xy_l2,err2_xy_l2,err1_Y_abs,err2_Y_abs,best_err2_xyz,best_selection_score,best_pen_smooth,best_pen_tail,best_err2_xy,best_err2_Y,sample_search_score,sample_search_n_meta
1170,D65,F2,7,2,1000,3409,True,0,0,0,0,3409,0.0125915887357,0.00771081723123,4.70618681742e-17,0.000258490618871,5.55111512313e-17,0.000651770143252,2.08166817117e-17,7.0664630111e-05,0.000258490618871,0.000258589167963,3.28496975123e-06,0.0,0.000651770143252,7.0664630111e-05,0.318410537029,3409
