sample,status,n_meta,xy_hull_area,xy_spread_max,xy_spread_mean,score,i1_err_xy_max,i1_err_y_max,dist_to_white_i1
680,ok,538,0.000281907292593,0.0351342602598,0.00856175571808,0.0706754865145,1.75541673429e-16,1.11022302463e-16,0.0210317076857
974,ok,444,0.000264274251618,0.037205142742,0.00803746592942,0.0705255461221,1.24126707662e-16,1.11022302463e-16,0.0193848175098
894,ok,479,0.000267616656157,0.0365484312077,0.00782465436828,0.0702273608201,1.57009245868e-16,1.66533453694e-16,0.0149579607856
1039,ok,315,0.000271091758269,0.0360613593343,0.00797715792891,0.0701878019123,1.75541673429e-16,1.66533453694e-16,0.0162478061005
436,ok,794,0.00028283837262,0.0348334692096,0.00680500131728,0.0701350741874,2.28878339926e-16,1.66533453694e-16,0.0214605025254
1096,ok,370,0.000269803108752,0.0361155166937,0.00784885641299,0.0700616610266,1.24126707662e-16,1.66533453694e-16,0.00760208693417
902,ok,549,0.000262762347643,0.0368834054037,0.00819759477296,0.0700544060754,2.28878339926e-16,1.66533453694e-16,0.021560969316
230,ok,371,0.000278320207016,0.0349300744921,0.00802876482858,0.0699342522997,1.75541673429e-16,1.66533453694e-16,0.0196236774187
724,ok,454,0.000271134721275,0.0355476798209,0.00815346751148,0.0697145398762,1.57009245868e-16,1.66533453694e-16,0.0113064126674
170,ok,337,0.000272975239119,0.0351033822179,0.00808249401055,0.0694769097143,2.00148302124e-16,1.11022302463e-16,0.0174821285238
966,ok,364,0.000259758826334,0.036721880544,0.00752836260133,0.0693986122244,2.00148302124e-16,1.11022302463e-16,0.0113984364738
1165,ok,309,0.000263501135684,0.0358364379324,0.00812975771199,0.0690825257568,2.00148302124e-16,1.11022302463e-16,0.0065228242452
1233,ok,330,0.000265917792708,0.0355294302637,0.00802140433608,0.0690438462558,1.24126707662e-16,1.66533453694e-16,0.0070774361264
1203,ok,239,0.00026640649413,0.035074810644,0.00836338250932,0.0687162664414,1.75541673429e-16,1.66533453694e-16,0.0129492284246
1104,ok,331,0.000269114434878,0.0346771990453,0.00833503967119,0.0686379391648,2.28878339926e-16,1.66533453694e-16,0.0125111356973
1003,ok,343,0.000263090427743,0.0353053290045,0.00802307132059,0.0684807945978,1.66533453694e-16,1.66533453694e-16,0.0171306875606
103,ok,293,0.000260845659606,0.035137970954,0.00780034274419,0.0679995186556,1.24126707662e-16,1.11022302463e-16,0.0139610782443
567,ok,530,0.000268600760873,0.0337769804996,0.00796569951024,0.0676022117064,1.11022302463e-16,1.66533453694e-16,0.0194363709751
1134,ok,252,0.00025687102267,0.0350840182887,0.00819249120744,0.0675470392506,1.57009245868e-16,1.66533453694e-16,0.010236379264
592,ok,588,0.00026641554621,0.0338932506398,0.00751595531195,0.0673663072474,1.57009245868e-16,1.11022302463e-16,0.021163606737
648,ok,541,0.000261977018419,0.0340062927629,0.00836090600459,0.067115716174,1.57009245868e-16,1.66533453694e-16,0.0195329500542
73,ok,197,0.000237607010466,0.0325842180254,0.00633902125825,0.062364863533,1.75541673429e-16,1.11022302463e-16,0.0207861362643
40,ok,219,0.000247581710441,0.0307928793417,0.00674773100695,0.061852230796,1.24126707662e-16,1.66533453694e-16,0.020197258729
2,ok,173,0.000239375794849,0.0313344012898,0.00650264733592,0.0613600261388,1.24126707662e-16,1.11022302463e-16,0.0164105256366
865,ok,215,0.000186336413416,0.0345786971123,0.00753573599283,0.0584462139208,1.24126707662e-16,2.22044604925e-16,0.0189566243986
932,ok,271,0.00017711046237,0.0353067949203,0.00733115041721,0.0580262804881,2.28878339926e-16,2.22044604925e-16,0.015680760679
901,ok,307,0.000179808900007,0.0346721252186,0.00760812900632,0.0577708190207,1.24126707662e-16,1.11022302463e-16,0.0164760185907
965,ok,258,0.000177980452324,0.0348805447918,0.0065489191455,0.0575479828997,1.24126707662e-16,1.11022302463e-16,0.00849744371117
1095,ok,208,0.000184222919764,0.033979594448,0.00715765161537,0.0575178751427,1.24126707662e-16,1.11022302463e-16,0.00540566634485
893,ok,346,0.000179204833572,0.0342815893318,0.00699942520949,0.0571860544023,2.00148302124e-16,1.66533453694e-16,0.00881173036689
435,ok,376,0.000189420327122,0.0316837938825,0.00659647511493,0.0557335281602,1.66533453694e-16,1.11022302463e-16,0.0215654476165
831,ok,331,0.000179127868103,0.0324411428058,0.00716144848416,0.0553687766751,1.24126707662e-16,2.22044604925e-16,0.0120810189657
498,ok,324,0.000181217349375,0.0322468020669,0.00644628367203,0.0552821407264,1.57009245868e-16,1.11022302463e-16,0.0142749789464
839,ok,231,0.00016401500556,0.0332236670887,0.00713456150489,0.0543323800569,1.24126707662e-16,2.22044604925e-16,0.0196796734788
671,ok,311,0.000163179366446,0.0322842367998,0.00577197516516,0.0530201558064,1.24126707662e-16,2.22044604925e-16,0.0108141144099
366,ok,308,0.000178645923157,0.0303513174892,0.00601004175296,0.0529908366186,2.8305244335e-16,2.22044604925e-16,0.0216733065609
616,ok,290,0.000172842532817,0.0310789085892,0.00584133263912,0.0529882790551,1.24126707662e-16,2.22044604925e-16,0.00908304126698
775,ok,330,0.00016552643095,0.0315338909434,0.00613791322204,0.0526246453017,1.24126707662e-16,1.11022302463e-16,0.0120593215455
1030,ok,259,0.000168550448224,0.0310493971892,0.00674431246942,0.0526243134699,1.24126707662e-16,1.11022302463e-16,0.00608775390885
973,ok,196,0.000161782605925,0.0317703896953,0.00707861124164,0.0526000246546,1.24126707662e-16,2.22044604925e-16,0.0155209395283
723,ok,311,0.000155546859944,0.0327361773263,0.00550365195977,0.0525025309115,1.24126707662e-16,2.22044604925e-16,0.0109360729005
31,ok,195,0.000164393300738,0.0310438964854,0.00621542967272,0.0520141785086,1.24126707662e-16,1.66533453694e-16,0.0081932036121
731,ok,331,0.000164779686597,0.0305372616736,0.00567213957984,0.0514452519812,1.24126707662e-16,2.22044604925e-16,0.0211110156858
1232,ok,213,0.000157356254761,0.0308218150154,0.00603056754868,0.0509106790965,1.24126707662e-16,2.22044604925e-16,0.00526646516252
1164,ok,211,0.000160854052497,0.0299347851967,0.00629175449326,0.050495622395,1.24126707662e-16,1.11022302463e-16,0.00484024181673
806,ok,214,0.00015098338042,0.0310881342101,0.00598885827517,0.0504039115156,1.24126707662e-16,1.11022302463e-16,0.0197656322287
1066,ok,203,0.000163137009813,0.0290755224891,0.00645160663885,0.0499422849944,2.00148302124e-16,1.66533453694e-16,0.0104368826873
558,ok,278,0.000149384232075,0.0307189981082,0.00601758889318,0.0498486237358,1.24126707662e-16,1.11022302463e-16,0.0100502079813
1133,ok,153,0.000153220516321,0.0298387102552,0.00591222655148,0.049407617524,1.75541673429e-16,1.11022302463e-16,0.00906275603368
591,ok,318,0.000159032903841,0.0286084958033,0.00495568636524,0.0486835815372,1.24126707662e-16,1.11022302463e-16,0.0198831433261
1240,ok,146,0.00014533906994,0.0300412604999,0.00564938629191,0.048611826151,1.75541673429e-16,1.11022302463e-16,0.00998351487566
647,ok,331,0.000154458596416,0.0287227329402,0.005306019429,0.0483189683959,1.24126707662e-16,1.11022302463e-16,0.0190424031779
1103,ok,157,0.00014715737463,0.0291241518082,0.00622305434138,0.0480276476322,1.57009245868e-16,1.11022302463e-16,0.00935789510275
1038,ok,164,0.000148180491461,0.0285268451457,0.00671907508077,0.0476523191372,1.75541673429e-16,1.11022302463e-16,0.0147531658138
701,ok,321,0.000146102980051,0.028586650636,0.00579008008574,0.0472770242593,1.24126707662e-16,1.11022302463e-16,0.0208870482794
624,ok,303,0.000150908458016,0.0279876775272,0.00535119474876,0.0471669314389,1.24126707662e-16,2.22044604925e-16,0.019426007728
679,ok,309,0.000142150633822,0.0280448359756,0.0049071548016,0.0460843429946,1.24126707662e-16,2.22044604925e-16,0.0188854906811
1002,ok,137,0.00013482250075,0.0284912448718,0.00565715519651,0.0458013760011,1.24126707662e-16,2.22044604925e-16,0.0146648633607
102,ok,195,0.000138233084108,0.0277171769769,0.00528760541311,0.0453626681525,2.22044604925e-16,2.22044604925e-16,0.0102727127785
566,ok,362,0.000139796491095,0.027499201688,0.00431445849443,0.0451376723183,1.75541673429e-16,2.22044604925e-16,0.0216247027071
1202,ok,149,0.000132588164989,0.0274097968775,0.00582414057815,0.0444852047918,1.24126707662e-16,2.22044604925e-16,0.0106696139914
229,ok,213,0.000138914141835,0.0258303292484,0.00612586392381,0.0437251990534,1.66533453694e-16,1.11022302463e-16,0.0189359046459
169,ok,191,0.000131166708289,0.0262926515212,0.00537159121535,0.0431069747589,1.57009245868e-16,1.11022302463e-16,0.0150092207526
1172,ok,177,0.000118385825331,0.0274267099448,0.00605537439276,0.0428440838631,1.75541673429e-16,2.22044604925e-16,0.00946730037718
72,ok,164,0.000129003613582,0.025690885933,0.00569712391125,0.0423107443452,1.24126707662e-16,1.11022302463e-16,0.0170526271729
1110,ok,90,0.000118858832856,0.0257981328276,0.00566494575594,0.0411941819215,1.57009245868e-16,1.11022302463e-16,0.0210634690805
1,ok,130,0.000120244159675,0.0249981169831,0.00563805107604,0.0405550263593,2.22044604925e-16,1.11022302463e-16,0.012988405596
39,ok,102,0.000104421687841,0.0244156715872,0.00410057633873,0.0377663893958,1.24126707662e-16,1.66533453694e-16,0.0162206146575
434,ok,160,0.000104424749772,0.0218941826656,0.00501283157456,0.0354277189532,2.28878339926e-16,1.11022302463e-16,0.0218017175858
110,ok,76,9.04042453649e-05,0.0225486498981,0.00449411384708,0.0342959821113,1.24126707662e-16,1.11022302463e-16,0.0195398566576
497,ok,93,9.52338818212e-05,0.0217736562771,0.00473349893179,0.034148421882,1.57009245868e-16,1.11022302463e-16,0.0135057365205
1140,ok,54,8.69415805842e-05,0.0217671339071,0.00597053799107,0.0333942311754,1.11022302463e-16,1.11022302463e-16,0.021312140747
615,ok,55,6.33865183361e-05,0.0154889108554,0.00410941075298,0.0239171752063,1.57009245868e-16,2.22044604925e-16,0.0106166288947
670,ok,45,5.34110089997e-05,0.0158647350992,0.00349893707133,0.0229738435934,1.57009245868e-16,2.22044604925e-16,0.0100957359117
805,ok,38,5.19130267431e-05,0.0159855425244,0.00337464392603,0.0228900345188,7.85046229342e-17,1.11022302463e-16,0.0180548656598
752,ok,34,5.02218642535e-05,0.015836897225,0.00364463491294,0.022592447918,7.85046229342e-17,2.22044604925e-16,0.0196407714857
892,ok,42,5.2549136161e-05,0.0142362879365,0.00335817455043,0.0212138191859,1.24126707662e-16,2.22044604925e-16,0.00644899574584
