sample,illum_1,illum_2,K,degree,n_samples_af,num_candidates,used_cached_class,invalid_interval,a_out,w0_unreachable,w_out,ok,rmse_spectrum,mae_spectrum,err1_xyz_l2,err2_xyz_l2,err1_xy_l2,err2_xy_l2,err1_Y_abs,err2_Y_abs,best_err2_xyz,best_selection_score,best_pen_smooth,best_pen_tail,best_err2_xy,best_err2_Y,sample_search_score,sample_search_n_meta
570,D65,F2,7,2,1000,310,False,0,0,690,0,310,0.0368042865363,0.0230781586176,3.10316769156e-17,0.00129904535794,5.55111512313e-17,0.00365481858679,0.0,0.000345742809289,0.00129904535794,0.00129919952444,5.13888326614e-06,0.0,0.00365481858679,0.000345742809289,,
