sample,illum_1,illum_2,K,degree,n_samples_af,num_candidates,used_cached_class,invalid_interval,a_out,w0_unreachable,w_out,ok,rmse_spectrum,mae_spectrum,err1_xyz_l2,err2_xyz_l2,err1_xy_l2,err2_xy_l2,err1_Y_abs,err2_Y_abs,best_err2_xyz,best_selection_score,best_pen_smooth,best_pen_tail,best_err2_xy,best_err2_Y,sample_search_score,sample_search_n_meta
499,D65,F2,7,2,1000,530,True,0,0,0,0,530,0.0629248833499,0.0314104680151,1.11022302463e-16,0.00356108474811,0.0,0.0015469469347,0.0,0.00118961786929,0.00356108474811,0.00356333306065,7.4943751261e-05,0.0,0.0015469469347,0.00118961786929,0.0719809807672,530
