sample,illum_1,illum_2,K,degree,n_samples_af,num_candidates,used_cached_class,invalid_interval,a_out,w0_unreachable,w_out,ok,rmse_spectrum,mae_spectrum,err1_xyz_l2,err2_xyz_l2,err1_xy_l2,err2_xy_l2,err1_Y_abs,err2_Y_abs,best_err2_xyz,best_selection_score,best_pen_smooth,best_pen_tail,best_err2_xy,best_err2_Y,sample_search_score,sample_search_n_meta
1034,D65,F2,7,2,1000,2564,True,0,0,0,0,2564,0.0268963714899,0.0155959330292,3.10316769156e-17,0.000929679318975,5.55111512313e-17,0.00190929935699,0.0,0.000169841806811,0.000929679318975,0.000967082293617,2.23498357047e-05,0.000306103996426,0.00190929935699,0.000169841806811,0.194374675426,2564
