sample,illum_1,illum_2,K,degree,n_samples_af,num_candidates,used_cached_class,invalid_interval,a_out,w0_unreachable,w_out,ok,rmse_spectrum,mae_spectrum,err1_xyz_l2,err2_xyz_l2,err1_xy_l2,err2_xy_l2,err1_Y_abs,err2_Y_abs,best_err2_xyz,best_selection_score,best_pen_smooth,best_pen_tail,best_err2_xy,best_err2_Y,sample_search_score,sample_search_n_meta
1243,D65,F2,7,2,1000,817,True,0,0,0,0,817,0.038898911336,0.0228322284922,5.55111512313e-17,0.000820397061653,1.11022302463e-16,0.0015726247471,0.0,0.000511893101857,0.000820397061653,0.00085469269462,6.31348216716e-05,0.000270013235972,0.0015726247471,0.000511893101857,0.12315359514,817
